name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Austin, TX USA",2024-12-24,75.2,61.1,67.9,75.2,61.1,67.9,62.1,82.3,0.011,100,8.33,rain,0,0,23.3,10.8,183.7,1017,84.6,9.7,289.6,25.4,6,30,2024-12-24T07:25:09,2024-12-24T17:36:50,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-25,60.4,55.1,57.5,60.4,55.1,57.5,53.5,86.6,0.02,100,12.5,rain,0,0,21.7,9.7,1.4,1015.7,98.1,9.1,631,55.2,6,10,2024-12-25T07:25:34,2024-12-25T17:37:25,0.83,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-26,77.2,54.3,62.5,77.2,54.3,62.5,54.6,80.5,0.084,100,20.83,rain,0,0,22.4,9.2,303,1011.3,59.6,4.9,631,55.2,6,10,2024-12-26T07:25:57,2024-12-26T17:38:01,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-27,80.9,44.1,60.4,79.7,44.1,60.2,47.5,69.3,0,0,0,,0,0,20.8,8.9,202.4,1011.3,9.2,9.6,195.1,16.8,6,10,2024-12-27T07:26:19,2024-12-27T17:38:39,0.9,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-28,81.2,57.4,69.6,79.3,57.4,69.4,51.1,61.4,0.067,100,8.33,rain,0,0,27.5,14.7,252.7,1008.4,51.6,7.2,114.3,9.9,6,60,2024-12-28T07:26:39,2024-12-28T17:39:17,0.93,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-29,76.1,48.9,61,76.1,48.9,61,42.2,51.6,0,0,0,,0,0,15,7.4,241.1,1014.3,7.3,9.9,0,0,0,10,2024-12-29T07:26:58,2024-12-29T17:39:57,0.96,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-30,88.2,49.6,65.6,84.5,49.6,64.9,37.9,42.3,0,0,0,,0,0,25.1,9.9,224.3,1008.6,2.8,9.9,0,0,0,10,2024-12-30T07:27:15,2024-12-30T17:40:37,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-31,67.9,51,59,67.9,51,59,31.2,36,0,0,0,,0,0,25.3,13.6,10.9,1016.9,2.8,9.9,0,0,0,10,2024-12-31T07:27:31,2024-12-31T17:41:19,0.03,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-01,59.9,43.2,49.9,59.9,37.8,48.1,35.6,59.1,0,0,0,,0,0,23.3,15.9,31.6,1025.6,5.5,9.9,0,0,0,10,2025-01-01T07:27:45,2025-01-01T17:42:02,0.06,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-02,63.8,39.7,53.5,63.8,39.7,53.5,43.4,69.3,0,0,0,,0,0,15.2,5.6,141.6,1024.8,85.4,9.9,0,0,0,10,2025-01-02T07:27:58,2025-01-02T17:42:45,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-03,65.5,56,59.6,65.5,56,59.6,55.3,86.4,0,0,0,rain,0,0,14.5,9.4,19.2,1025.7,98.6,6.4,55.8,4.7,3,10,2025-01-03T07:28:09,2025-01-03T17:43:30,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-04,71.6,59.3,64.6,71.6,59.3,64.6,59.6,84.1,0,0,0,rain,0,0,26.4,10.7,157.9,1018.4,95.5,9.1,36,3.3,2,10,2025-01-04T07:28:18,2025-01-04T17:44:15,0.17,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-05,74.9,38.2,61.4,74.9,30,60.2,44.7,59.4,0,0,0,rain,0,0,33.8,16.3,308.2,1014.4,49.6,9.9,128.9,11,6,10,2025-01-05T07:28:26,2025-01-05T17:45:01,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-06,45.2,28.3,36.3,41,18.1,29.1,15.7,43.3,0,0,0,,0,0,35.2,17.3,350.9,1029.3,1.3,9.9,154.3,13.4,6,10,2025-01-06T07:28:32,2025-01-06T17:45:48,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-07,46.6,29.8,37.2,42.6,24,33.4,15.9,42.9,0,0,0,,0,0,21.9,13.5,22.4,1031.9,26.1,9.9,0,0,0,10,2025-01-07T07:28:37,2025-01-07T17:46:36,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-08,41,34.3,37.4,40.1,26.1,32.1,17.3,44.5,0,0,0,"rain,ice",0,0,22.6,11.3,9.5,1033.8,94.5,9.9,0,0,0,10,2025-01-08T07:28:39,2025-01-08T17:47:24,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-09,39.9,35.3,37.9,39.8,27.4,33.6,27.4,70,0.846,100,45.83,rain,0.6,0.1,31.8,12,19.4,1021,100,6.9,0,0,0,10,2025-01-09T07:28:41,2025-01-09T17:48:13,0.35,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-10,43.3,35.5,38.7,37.3,30.5,33.3,31.6,76.4,0.003,100,4.17,rain,0,0.1,32.8,15.4,326.1,1021,71.2,9.6,53.6,4.6,2,10,2025-01-10T07:28:40,2025-01-10T17:49:02,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-11,59.5,27.7,41.9,59.5,26,40.6,25.2,59.3,0,0,0,,0,0,24.4,16,204.8,1017.8,2.9,9.9,162.8,14.1,6,10,2025-01-11T07:28:38,2025-01-11T17:49:52,0.42,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-12,62.2,31.5,46.7,62.2,31.5,46.1,32,60.4,0,0,0,,0,0,24.2,11.5,341.5,1015.7,8.6,9.9,150.2,12.9,6,10,2025-01-12T07:28:34,2025-01-12T17:50:42,0.46,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-13,56.9,38.5,46.5,56.9,33,43.8,25.5,47.5,0,0,0,,0,0,23,11.1,6.9,1026.8,20.6,9.9,141.9,12.5,6,10,2025-01-13T07:28:28,2025-01-13T17:51:33,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-14,55.1,32.7,44.7,55.1,32.7,44.7,28.1,53.6,0,0,0,,0,0,12.5,4.2,49.1,1029.1,53.9,9.9,87,7.4,4,10,2025-01-14T07:28:21,2025-01-14T17:52:24,0.53,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-15,62.5,45.6,52.5,62.5,45.6,52.4,32,47.4,0,0,0,,0,0,18.3,8.4,20.1,1029.3,63.5,9.9,107.3,9.3,5,10,2025-01-15T07:28:12,2025-01-15T17:53:16,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-16,64.6,37.1,49,64.6,32.9,48.4,28.7,50.4,0,0,0,,0,0,11.9,6.3,312.5,1028.1,9.5,9.9,152.7,13.1,7,10,2025-01-16T07:28:01,2025-01-16T17:54:08,0.59,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-17,61.1,46.3,53.4,61.1,45.5,53,41.7,64.7,0,0,0,,0,0,32.2,19.7,197.7,1014,29.5,9.9,28,2.5,1,10,2025-01-17T07:27:49,2025-01-17T17:55:00,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-18,61,42.3,51.8,61,34.6,50.2,34.3,53,0,0,0,,0,0,31.5,16,353.1,1014.9,7.4,9.9,162,14.2,6,10,2025-01-18T07:27:35,2025-01-18T17:55:52,0.65,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-19,42.3,28.3,34.1,36.7,17.9,26.4,8.8,35.6,0,0,0,,0,0,32.4,18.5,358.3,1031.1,1.2,9.9,167.8,14.4,6,10,2025-01-19T07:27:19,2025-01-19T17:56:45,0.69,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-20,32.5,23.4,28.7,27.2,15.9,21.4,8.5,42.4,0,0,0,"snow,ice",0.2,0,24.2,11.7,40.3,1033.2,69.7,9.8,48.5,4.2,2,10,2025-01-20T07:27:02,2025-01-20T17:57:37,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-21,36.4,24.6,29.6,29.5,16.1,22.3,19.1,66,0.059,100,25,"rain,snow",1,0.2,33.3,16.4,5.3,1039,62.5,8.2,134.2,11.6,7,10,2025-01-21T07:26:43,2025-01-21T17:58:30,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-22,51.5,19.5,34.9,51.5,14.7,31.5,20.3,59.4,0,0,0,,0,0.4,31.1,17.8,192.8,1029.6,7,9.9,167.9,14.5,6,10,2025-01-22T07:26:23,2025-01-22T17:59:23,0.78,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-23,55.1,32.2,42.2,55.1,28,40.2,18.8,42.2,0,0,0,,0,0,26.4,12,13.5,1031.3,7.7,9.9,169.6,14.7,6,10,2025-01-23T07:26:00,2025-01-23T18:00:16,0.81,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-24,60.5,29.6,43.2,60.5,24.5,42,17.5,39.6,0,0,0,,0,0,22.8,10.3,197.8,1031,0.2,9.9,175.6,15.2,7,10,2025-01-24T07:25:37,2025-01-24T18:01:09,0.85,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-25,57.1,31.2,45.6,57.1,31.2,44.7,34.5,66.1,0.01,100,8.33,rain,0,0,22.8,8,122.2,1023.4,63.6,8.9,50.4,4.4,2,10,2025-01-25T07:25:11,2025-01-25T18:02:02,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-26,54.8,48.8,51.6,54.8,45,50.6,49.6,93.2,0.114,100,41.67,rain,0,0,21.7,12,353,1023,100,6.8,21.8,1.9,1,10,2025-01-26T07:24:44,2025-01-26T18:02:55,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-27,53.7,44.9,49,53.7,40.1,46.6,40.5,72.9,0.009,100,8.33,rain,0,0,22.4,10.8,9.8,1024.2,100,9.7,59.6,5.1,4,10,2025-01-27T07:24:16,2025-01-27T18:03:48,0.94,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-28,53.1,47,49.9,53.1,45.1,49.7,48.6,95.3,0.021,100,12.5,rain,0,0,11.4,4.5,34.8,1020.3,100,3.2,19.8,1.5,1,10,2025-01-28T07:23:46,2025-01-28T18:04:41,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-29,68.5,52.1,59.8,68.5,52.1,59.8,59.2,98.1,0.056,100,33.33,rain,0,0,26.6,13.6,151.2,1014.1,99.9,2.8,16,1.4,1,10,2025-01-29T07:23:14,2025-01-29T18:05:34,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-30,68.3,52.3,62.6,68.3,52.3,62.6,54,76.7,0.83,100,37.5,rain,0,0,33.8,13.3,223.7,1010.8,64.3,7.9,85.8,7.4,6,10,2025-01-30T07:22:41,2025-01-30T18:06:26,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-01-31,72.2,44,56.2,72.2,44,56,33.9,46.4,0,0,0,,0,0,24.2,10.3,305.7,1018.9,3.5,9.9,182.1,15.6,7,10,2025-01-31T07:22:07,2025-01-31T18:07:18,0.08,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-01,74.9,43,57.1,74.9,40.5,56.8,32.9,44.1,0,0,0,,0,0,19.7,12.5,213.8,1021.5,2.2,9.9,184.9,16.1,7,10,2025-02-01T07:21:31,2025-02-01T18:08:10,0.11,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-02,80.7,43.5,62.2,79.6,43.5,62.1,44.9,57,0,0,0,,0,0,27.7,11.7,191.4,1018,2.3,9.9,179.8,15.4,7,10,2025-02-02T07:20:54,2025-02-02T18:09:02,0.15,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-03,83.2,60.3,69.6,83.9,60.3,69.7,61.3,77.4,0,0,0,rain,0,0,24.2,16.7,189.5,1016.3,47.6,9.6,164,14.1,7,10,2025-02-03T07:20:15,2025-02-03T18:09:54,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-04,82.8,66.6,72.5,84,66.6,72.7,63.8,76.1,0,0,0,rain,0,0,23,12.2,176.7,1018.2,55.6,9.8,165.9,14.4,7,10,2025-02-04T07:19:35,2025-02-04T18:10:45,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-05,76.1,65.7,70.1,76.1,65.7,70.1,65.3,85.3,0,0,0,rain,0,0,26.8,14.5,181.2,1016.1,75.5,9.4,57.7,4.9,2,10,2025-02-05T07:18:53,2025-02-05T18:11:37,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-06,81.3,65.7,71.6,83.2,65.7,71.8,64.3,79,0,0,0,rain,0,0,23.3,10.3,185.1,1014.8,61,9.7,110.4,9.4,5,10,2025-02-06T07:18:10,2025-02-06T18:12:27,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-07,80.7,68.3,72.4,82.1,68.3,72.5,65,78.5,0,0,0,rain,0,0,27.7,13.9,178.2,1015.8,69.8,8.9,111.4,9.7,7,10,2025-02-07T07:17:26,2025-02-07T18:13:18,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-08,87.2,67.7,75.5,87.9,67.7,75.8,64.3,70.6,0,0,0,rain,0,0,29.8,15,191.9,1013.7,40.7,9.7,166.6,14.5,6,10,2025-02-08T07:16:41,2025-02-08T18:14:08,0.36,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-09,70.8,51.4,57.5,70.8,51.4,57.5,48.2,71.5,0,0,0,rain,0,0,21.9,12.3,8.6,1019.8,99.7,9.2,46.9,4.1,2,10,2025-02-09T07:15:54,2025-02-09T18:14:58,0.4,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-10,50.3,46.3,48.3,50.3,42.3,45.7,45.6,90.2,0,0,0,rain,0,0,19,10.8,10.9,1022,100,6.7,25.3,2.1,1,10,2025-02-10T07:15:06,2025-02-10T18:15:47,0.43,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-11,52.1,46.3,48.9,52.1,42.7,47.2,48.2,97.4,1.608,100,58.33,rain,0,0,27.7,9.2,13.4,1013.4,100,4.2,8.8,0.7,1,10,2025-02-11T07:14:17,2025-02-11T18:16:36,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-12,53.3,42.3,47.4,53.3,34.8,44.7,43.9,88.1,0.267,100,25,rain,0,0,28,16.6,354.8,1009.5,88.8,8.5,48.3,4.2,2,10,2025-02-12T07:13:27,2025-02-12T18:17:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-13,46.1,32.3,38.9,41.1,22.3,32,24.6,57.8,0,0,0,rain,0,0,33.3,15.7,4.7,1027.9,87.7,9.9,124.9,10.7,5,10,2025-02-13T07:12:35,2025-02-13T18:18:14,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-14,48.4,36,42.7,47.5,30.3,41.2,34.9,74.9,0.038,100,20.83,rain,0,0,13.9,7.5,53.2,1025.3,87.9,7.3,54.5,4.8,3,10,2025-02-14T07:11:42,2025-02-14T18:19:02,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-15,74.8,47,58.3,74.8,47,58.3,48.3,75.7,0.029,100,16.67,rain,0,0,33.4,15.9,241.7,1011.3,65.7,5.9,106.1,9.2,6,10,2025-02-15T07:10:49,2025-02-15T18:19:49,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-16,55.1,35.9,45.3,55.1,27.2,41,28.3,52.7,0,0,0,,0,0,31.6,21.9,1.9,1024.2,4.1,9.9,200.7,17.4,7,10,2025-02-16T07:09:54,2025-02-16T18:20:37,0.63,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-17,61.6,32.7,48.1,61.6,31.5,47.1,36.2,63.7,0,0,0,,0,0,24.8,10.6,152.7,1022,39.9,9.9,145.8,12.6,6,10,2025-02-17T07:08:58,2025-02-17T18:21:23,0.67,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-18,59.5,29.2,51.1,59.5,18.4,48.6,48.8,91.9,0.074,100,16.67,rain,0,0,34.3,18.9,1,1016,100,7.2,22.9,1.9,1,10,2025-02-18T07:08:01,2025-02-18T18:22:10,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-19,28.5,20.2,24.5,18.3,4.9,12.4,16.6,72.1,0,0,0,,0,0,32.4,21.8,347.2,1031.3,100,9.6,78.1,6.6,3,10,2025-02-19T07:07:04,2025-02-19T18:22:56,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-20,35.2,18.2,27.8,31,6,18.8,12.1,53.1,0,0,0,,0,0,29.2,15.2,11.6,1035.1,49.1,9.9,155.3,13.3,7,10,2025-02-20T07:06:05,2025-02-20T18:23:42,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-21,37.3,30.1,33.4,32.6,19.7,27.2,18.3,53.7,0,0,0,"rain,ice",0,0,17.9,13.9,27.2,1034.2,100,9.8,66.6,5.8,2,10,2025-02-21T07:05:05,2025-02-21T18:24:27,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-22,41.8,30.1,36.6,41.8,23.7,32.5,31.9,83.9,0.043,100,29.17,"rain,freezingrain",0,0,14.8,7.9,15.4,1030,99.9,6.4,53.8,4.7,3,10,2025-02-22T07:04:05,2025-02-22T18:25:12,0.83,"Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-23,64.1,40.2,50.5,64.1,36.9,49.7,45,83.1,0.014,100,12.5,rain,0,0,11.4,6.2,347.6,1021.4,63.2,7.4,133.1,11.4,6,10,2025-02-23T07:03:03,2025-02-23T18:25:57,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-24,75.6,39.8,57.1,75.6,39.8,57.1,44.9,69.2,0,0,0,rain,0,0,21.9,10.2,187.9,1017.4,2.2,8,211.4,18.1,8,10,2025-02-24T07:02:01,2025-02-24T18:26:41,0.89,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-25,77,45.9,60.6,77,44.3,60.5,49.9,71.4,0,0,0,rain,0,0,23,11.4,167.1,1014.4,16.8,8.8,400,35.1,7,10,2025-02-25T07:00:58,2025-02-25T18:27:24,0.93,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-26,82,60.2,69.2,81.4,60.2,69.2,55.9,66,0,0,0,rain,0,0,25.5,10.6,178.6,1011.6,49.9,9.7,489.1,42.6,7,10,2025-02-26T06:59:55,2025-02-26T18:28:08,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-27,68,55,62.1,68,55,62.1,41.2,49.9,0,0,0,,0,0,31.6,14.9,14.3,1021.1,65.4,9.8,68.1,5.8,3,10,2025-02-27T06:58:50,2025-02-27T18:28:51,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-02-28,76.9,46.1,60.8,76.9,44.7,60.6,38.7,47.4,0,0,0,,0,0,13.4,6.3,268.5,1019.1,10.9,9.8,202.6,17.4,7,10,2025-02-28T06:57:45,2025-02-28T18:29:34,0.03,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-03-01,83.7,50.2,66.8,81.4,50.2,66.4,46.5,53.2,0,0,0,,0,0,11.9,5.5,80.1,1015.8,10.5,9.7,202.9,17.5,8,10,2025-03-01T06:56:39,2025-03-01T18:30:16,0.06,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-03-02,79.1,58,68.3,79.1,58,68.3,54.6,63.7,0,0,0,rain,0,0,34.2,22.9,156.6,1014.2,37.4,9.7,162,13.9,7,10,2025-03-02T06:55:32,2025-03-02T18:30:58,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-03-03,78.4,66.8,71.7,78.4,66.8,71.7,64.1,77.8,0,0,0,rain,0,0,28.8,19,164.2,1009.8,99.5,9.5,83.1,7.4,4,10,2025-03-03T06:54:25,2025-03-03T18:31:40,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-03-04,75.1,53.3,68.2,75.1,53.3,68.2,42.6,49.6,0.27,100,25,rain,0,0,44.9,20.9,260.5,1003.6,56.2,7.6,204,17.7,8,30,2025-03-04T06:53:18,2025-03-04T18:32:21,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-03-05,71.6,50.2,59.8,71.6,50.2,59.8,29.9,33.7,0,0,0,,0,0,27.6,13.2,336.8,1017.9,14.5,9.6,230.4,19.9,8,10,2025-03-05T06:52:09,2025-03-05T18:33:02,0.2,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2025-03-06,74.4,41.5,59,74.4,41.5,59,36.4,47.1,0,0,0,,0,0,30.2,16.7,154.4,1015.8,12.9,9.9,224.4,19.3,8,10,2025-03-06T06:51:00,2025-03-06T18:33:43,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
